"Year","Region","Zone","Site","Total.Fish.Densit_mean","Fish.Species.richness_mean","Grazers_mean","Corallivores_mean","SCI_mean","SCI_SE","LCC_mean","LCC_SE","LHC_mean","LHC_SE","MAC_mean"
2009,"Whitsunday","Fished","HY3",2843.3,44.6,83.3,50,8.2,0.6,61.6,2.9,40.4,3.2,0
2009,"Whitsunday","Fished","W1",1582,27.6,72.7,26,6.1,1,74,1.9,47.2,2.7,0
2009,"Whitsunday","Fished","W2",2246.7,31.6,19.3,17.3,6.4,0.7,82.8,3.8,44,3.4,0
2009,"Whitsunday","Fished","W3",1692,31,27.3,16,3.8,0.2,44.4,4.8,14,1.1,0
2009,"Whitsunday","Fished","W4",1154,31,60.7,15.3,8.2,1.1,28.4,5.3,18.4,3.8,39.2
2009,"Whitsunday","Fished","W5",1811.3,25.6,42.7,14,4.1,0.3,56,7.5,54,8.6,18
2009,"Whitsunday","Fished","W6",421.3,19.8,18,8,6.1,0.5,20.8,3.6,17.2,2.6,61.2
2009,"Whitsunday","Fished","W8",2454,30.6,16.7,47.3,6,0.4,58,4.3,40.4,3.9,1.6
2009,"Whitsunday","Fished","W9",3393.3,30,21.3,34.7,4.6,0.3,73.6,3.6,58.4,5.3,0.4
2009,"Whitsunday","NTR 1987","B1",1676.6,33.2,86.7,12,5.9,0.5,72.4,4.1,12.8,2.2,0
2009,"Whitsunday","NTR 1987","B2",3858.7,30.6,21.3,42,5.2,0.4,78,4.6,48.4,7.5,0
2009,"Whitsunday","NTR 1987","B3",2372.7,27.6,33.3,23.3,13.1,1,87.6,2.4,58.8,4.3,0
2009,"Whitsunday","NTR 1987","B4",1647.3,28.6,39.3,38,23.8,0.4,94.4,0.7,50.8,5.6,0
2009,"Whitsunday","NTR 1987","B5",2855.3,28.2,30,16.7,6.4,0.7,68.4,6.6,59.2,10.1,0
2009,"Whitsunday","NTR 1987","B6",2138.7,29.2,58.7,28.7,15.7,0.5,74.4,5.8,38,5.9,0
2009,"Whitsunday","NTR 1987","HG1",2029.3,41.6,60.7,21.3,9.7,1.4,80.8,4.6,36.8,2.9,0
2009,"Whitsunday","NTR 1987","HG2",4089.3,39.6,84.7,52,10.5,1.4,82.8,4.4,53.2,6,0
2009,"Whitsunday","NTR 1987","HG3",2380.6,41.8,93.3,25.3,13.9,1.4,74.4,6.2,48.8,6.2,1.6
2009,"Whitsunday","NTR 1987","HG4",4290,39.6,94,27.3,14.3,1.6,82.8,3.1,69.2,1.7,0
2009,"Whitsunday","NTR 1987","HG5",2540.6,36.4,79.3,28.7,6.4,0.4,73.6,3.5,50.8,5.5,0
2009,"Whitsunday","NTR 1987","HG6",1861.3,34.4,114,18.7,11.8,0.9,59.6,6.6,46,5.1,0
2009,"Whitsunday","NTR 2004","BL1",2158.7,33.2,62.7,16,7,1.1,86,1.1,27.2,4.3,0
2009,"Whitsunday","NTR 2004","BL2",1778.6,35.8,50,42.7,10.5,2,67.2,5.6,48,6.4,0.8
2009,"Whitsunday","NTR 2004","DB1",3216.6,37.2,30,16.7,11.1,0.5,68.4,2.4,26.4,2.8,0
2009,"Whitsunday","NTR 2004","DB2",2609.3,36.4,46.7,40.7,10,2.5,84.4,2.2,35.2,1.5,0
2009,"Whitsunday","NTR 2004","HG7",2728.6,39.2,64,38.7,10.9,1.4,84.4,2.1,64.4,4.3,0
2009,"Whitsunday","NTR 2004","HW1",2194,36,92.7,9.3,8.7,0.6,68.4,5.1,51.6,4.7,0.4
2009,"Whitsunday","NTR 2004","HW2",1890.6,35.6,70,16.7,8.6,0.2,68.8,2.3,63.2,2.9,0.4
2009,"Whitsunday","NTR 2004","HW3",2486,38,115.3,32.7,9.1,0.4,65.6,4.7,42.4,3.1,0.4
2009,"Whitsunday","NTR 2004","L1",2349.3,30,37.3,26,14.6,1.4,76.8,3.4,50,6.9,0
2011,"Keppel","Fished","GK1",5091.3,26.2,43.3,53.3,6.4,1.2,69.6,8.3,66.4,9.8,0
2011,"Keppel","Fished","GK2",2540,20,66.7,28.7,8.3,0.4,35.2,6.3,32.4,6.2,0
2011,"Keppel","Fished","GK3",15793.3,21.6,72.7,47.3,4.4,0.2,69.2,6,68.8,6.3,1.2
2011,"Keppel","Fished","GK4",15364.6,23.2,27.3,81.3,4.9,0.4,51.2,5.6,50.8,5.6,0
2011,"Keppel","Fished","GK7",9955.3,19.4,114,76,3.6,0.3,40.4,9.1,39.2,9.7,0
2011,"Keppel","Fished","GK8",3829.3,18.8,86,30,3.7,0.4,33.6,11.7,33.6,11.7,1.2
2011,"Keppel","Fished","H3",18498,21.4,60.7,14,6.3,0.5,23.2,7.8,23.2,7.8,0
2011,"Keppel","Fished","MI1",1628.7,16.4,8.7,14.7,7.7,1,30.4,8.2,28.8,8.4,0
2011,"Keppel","Fished","MI2",2418.7,21.6,26.7,28,8.7,0.3,58,5.5,41.6,9,0
2011,"Keppel","Fished","NK3",1471.3,20.8,31.3,26.7,4.7,0.2,44,6.8,44,6.8,0
2011,"Keppel","NTR 1987","H1",2511.3,24.6,110,56,7.7,0.8,37.2,3.1,36.4,3.1,0
2011,"Keppel","NTR 1987","H2",3096.7,18.6,61.3,41.3,7.4,0.7,50,4.6,49.2,5,0
2011,"Keppel","NTR 1987","M1",1913.3,16.6,14,5.3,4.4,0.1,5.2,2.7,5.2,2.7,0
2011,"Keppel","NTR 1987","M2",6593.3,25.6,326.6,28.7,5.8,0.3,30,4.9,30,4.9,0
2011,"Keppel","NTR 1987","M3",1380.7,19.2,8.7,34,6.9,0.5,47.2,6.2,46.8,6.4,0
2011,"Keppel","NTR 1987","M4",2892,27,144,51.3,4,0.3,45.2,6.7,44.8,7,0
2011,"Keppel","NTR 2004","GK5",14023.3,21,83.3,10,5.9,0.1,2.4,1.2,2.4,1.2,0
2011,"Keppel","NTR 2004","GK6",10022.6,18.2,57.3,65.3,4.1,0.4,59.2,7.5,59.2,7.5,0.8
2011,"Keppel","NTR 2004","GK9",7668,16.6,4.7,29.3,3.8,0.2,48.8,8.3,48.8,8.3,0
2011,"Keppel","NTR 2004","NK1",2717.3,10.4,0,2.7,3,0.1,21.6,5,21.6,5,0.4
2012,"Magnetic","Fished","AW1",158.7,10.6,10,10,11.6,0.6,26.8,4.5,26.8,4.5,16.8
2012,"Magnetic","Fished","AW2",196,11.6,14.7,12.7,7.5,1,34.4,5.7,34.4,5.7,18.4
2012,"Magnetic","Fished","NB1",398.7,12,21.3,8,3,0.3,25.2,4.2,25.2,4.2,28.8
2012,"Magnetic","Fished","WC1",212,11.8,16.7,14,10.8,1.1,15.6,2.9,15.6,2.9,39.6
2012,"Magnetic","NTR 2004","FB1",111.3,5.2,2.7,4,2.5,0.2,12.4,1.2,12.4,1.2,48
2012,"Magnetic","NTR 2004","GOW1",212.7,10.4,19.3,6,8.1,1.7,19.6,4.2,19.6,4.2,32.4
2012,"Magnetic","NTR 1987","GB1",175.3,12.8,29.3,6,2.8,0.2,15.6,2,12.8,1.4,54.4
2012,"Magnetic","NTR 1987","GB2",188.7,8.2,9.3,1.3,3,0.6,18.4,5.5,18.4,5.5,64
2012,"Palm","Fished","C4",2269.3,39.4,110,11.3,13.4,1.7,54,3.3,20.8,3.6,0
2012,"Palm","Fished","C5",1346.6,38.2,120.7,4,22.5,1.3,29.2,8,6.4,1.9,0
2012,"Palm","Fished","C6",1648,33.8,246.6,9.3,13.5,1.9,36.8,6.6,8,2.8,0
2012,"Palm","Fished","PE1",1258.6,33.8,150.7,4.7,15.2,2.9,20.4,7.4,10.4,4.9,0
2012,"Palm","Fished","PE2",1360,34.4,154.7,2.7,16.6,1.3,10,2.6,8,2.3,0
2012,"Palm","Fished","PE3",1091.3,37,123.3,14,11.7,0.7,16,3.5,13.2,3.3,2.4
2012,"Palm","Fished","PE4",848,28.6,82.7,4.7,14.9,1.3,10,2.1,8.8,2,12.4
2012,"Palm","Fished","PE5",1498,34.8,88.7,14.7,11.3,0.6,21.6,3.4,13.2,2.6,4
2012,"Palm","Fished","PE6",1676,35.4,375.3,8,21.3,0.7,10.8,1.2,8.4,0.7,1.6
2012,"Palm","Fished","PS1",1760,38.6,78.7,18,21.3,2,41.6,4.4,11.6,2.3,0
2012,"Palm","Fished","PS2",2708,32.6,98,17.3,13.3,2.5,51.6,6.2,42.4,4.8,1.2
2012,"Palm","Fished","PS3",2338,37.6,61.3,18,11,0.5,52.4,3.1,32.4,5.1,0.8
2012,"Palm","Fished","PS4",1250,43.8,62.7,22.7,21.8,1.1,38,7.1,16.8,5.6,0
2012,"Palm","Fished","PS5",1577.3,38.6,59.3,12.7,21.9,1.8,37.2,3.9,21.2,3.9,0
2012,"Palm","Fished","PS6",1100.6,33.2,96,8.7,13.8,1.7,24,6.6,12,3.8,0.4
2012,"Palm","NTR 1987","OE1",1694.6,31.6,70.7,4,10.1,0.5,19.6,5.2,6,0.6,8
2012,"Palm","NTR 1987","OE2",1470.6,31,48.7,4,13.4,1.1,19.6,3.8,5.2,2.6,4.4
2012,"Palm","NTR 1987","OE3",806,27,38.7,0.7,15.9,1.8,16.4,7,8.4,4.1,0
2012,"Palm","NTR 1987","OE4",1052,25.2,173.3,3.3,25,0,18.8,3.5,7.6,1.6,5.2
2012,"Palm","NTR 1987","OE5",878,35.4,135.3,0.7,13.2,2.5,4.4,2.4,3.6,2.2,1.2
2012,"Palm","NTR 1987","OE6",990.7,30.2,56,6,22.9,1.1,14,2.1,8,1.7,3.6
2012,"Palm","NTR 1987","OS1",1494.6,33.8,92.7,34,8.6,0.9,42.4,7.2,37.2,5.8,0
2012,"Palm","NTR 1987","OS2",1118.6,30.4,44.7,48,18,1.7,34.4,5.5,23.2,5.1,0
2012,"Palm","NTR 1987","OS3",1008.7,30.6,20,16.7,17,2.5,48.4,3.1,17.6,5.2,0
2012,"Palm","NTR 1987","OS4",1706,31.2,18,70,17.2,1.5,57.2,3.5,24.4,1.7,0
2012,"Palm","NTR 1987","OS5",1667.3,37.6,79.3,39.3,10.4,0.9,56.8,6.2,18,3.8,0
2012,"Palm","NTR 1987","OS6",572.6,23,207.3,2.7,13.6,0.1,13.6,3.8,3.6,1.2,0
2012,"Palm","NTR 2004","C1",2110,36.8,28.7,21.3,12.3,1.1,56.8,2.7,24.4,3.2,0
2012,"Palm","NTR 2004","C2",3006.6,36.4,261.3,19.3,7.8,0.9,49.2,4.9,20,4,0
2012,"Palm","NTR 2004","C3",2794,30.8,29.3,8.7,7.8,0.2,53.6,6.3,37.2,6.2,1.2
2012,"Whitsunday","Fished","HB1",1575.3,34,56,15.3,19.1,1.3,44.8,2.5,28.8,3.6,2.8
2012,"Whitsunday","Fished","HB2",1407.3,36.2,176.6,20.7,12.4,2.3,58.8,2.1,43.6,5.3,2
2012,"Whitsunday","Fished","HB3",1302.7,30.2,54,19.3,15.7,0.9,51.6,2.5,33.6,3.2,2.4
2012,"Whitsunday","Fished","HB4",2589.3,30.6,37.3,14.7,12,1.2,77.6,5.6,50.4,6,0
2012,"Whitsunday","Fished","HB5",2158,38.4,65.3,18,8.4,0.5,38.4,6.9,22,3.6,4
2012,"Whitsunday","Fished","HB7",5756.6,37.4,164.7,12.7,18.3,1.2,74.4,1.6,60,6.2,0
2012,"Whitsunday","Fished","HE1",3686.6,38,308.6,20,5.1,0.4,64.4,2.3,55.6,4.1,0
2012,"Whitsunday","Fished","HE2",1782.7,35.2,68.7,24.7,3.9,0.2,60.4,2.5,52.8,3.9,0.4
2012,"Whitsunday","Fished","HE3",2740.6,35.6,79.3,16.7,5.1,0.4,52.8,2.1,40.8,3.4,0.4
2012,"Whitsunday","Fished","HY1",2537.3,36.6,83.3,36.7,2.9,0.3,70.8,2.1,55.2,3.4,0
2012,"Whitsunday","Fished","HY2",2799.3,35,72.7,39.3,7.9,1.3,40,4.2,21,4.6,1
2012,"Whitsunday","Fished","HY3",3184,41.8,85.3,49.3,21,1.2,64,2.8,44,1.4,0
2012,"Whitsunday","Fished","W1",1780.6,36.8,151.3,28,12.2,0.6,52.8,5.6,31.6,1.9,1.6
2012,"Whitsunday","Fished","W2",1686.6,36.2,66,23.3,17.2,1.2,64.8,4.5,39.6,2.9,0
2012,"Whitsunday","Fished","W3",1688.6,31.6,92,10.7,14.8,0.6,34.8,4,15.2,2.2,2.8
2012,"Whitsunday","Fished","W4",1741.3,31.4,48,18,11.4,1.3,28.4,6.8,19.6,4.9,34.4
2012,"Whitsunday","Fished","W5",2649.3,36.4,104,21.3,20.3,0.6,62.8,5,59.6,4.5,9.6
2012,"Whitsunday","Fished","W6",512,23.8,73.3,12,9.2,1.1,17.6,3.3,15.2,2.9,66.4
2012,"Whitsunday","Fished","W8",1443.3,30.6,32,14.7,4.7,0.3,45.2,3.9,32,5.3,8.8
2012,"Whitsunday","Fished","W9",2648,36.6,25.3,35.3,3,0.2,55.6,4.7,39.6,4.9,6
2012,"Whitsunday","NTR 1987","B1",1444.7,29.8,60.7,18.7,18.9,1.3,70,3.5,36.8,3.7,0
2012,"Whitsunday","NTR 1987","B2",2752.7,29.8,32.7,21.3,10,1.9,67.2,2.6,39.2,6.3,0
2012,"Whitsunday","NTR 1987","B3",2641.3,33.8,178,14,11.8,0.5,16,2.8,13.2,3.1,14
2012,"Whitsunday","NTR 1987","B4",1735.3,28,74.7,14.7,11.9,1.1,52,5.6,37.6,5.3,6.8
2012,"Whitsunday","NTR 1987","B5",2175.3,19.8,14,8,10.6,1.3,67.2,3.1,62.8,3.6,0.8
2012,"Whitsunday","NTR 1987","B6",1426.7,23,36.7,8,5.7,0.4,51.6,6.1,33.2,5.9,12.8
2012,"Whitsunday","NTR 1987","HG1",1641.3,40,109.3,20,6.2,0.7,64,4.2,32.8,5.1,0
2012,"Whitsunday","NTR 1987","HG2",2676,38.4,60.7,14.7,3.7,0.1,72,3.8,44,5.6,0.8
2012,"Whitsunday","NTR 1987","HG3",2538.6,39,137.3,28.7,5.1,0.2,58.4,7,42.8,4.9,0
2012,"Whitsunday","NTR 1987","HG4",3372.6,37.2,100,18.7,4.7,0.7,74.4,4.9,67.2,6.1,0
2012,"Whitsunday","NTR 1987","HG5",1070.7,32.8,66.7,22.7,3.8,0.3,57.2,3.4,43.6,4.7,0.4
2012,"Whitsunday","NTR 1987","HG6",1948.6,39.2,105.3,21.3,4.5,0.3,49.6,4.7,39.2,2.8,0
2012,"Whitsunday","NTR 2004","BL1",2320,40.6,90.7,36.7,4.4,0.3,71.6,1.3,34.8,2.3,0.8
2012,"Whitsunday","NTR 2004","BL2",2074.6,38.4,138,30,5.9,0.4,64,5.4,40.4,5.3,0
2012,"Whitsunday","NTR 2004","DB1",2914,33.2,74.7,11.3,3.3,0.2,41.6,3.5,10.4,1.6,0.4
2012,"Whitsunday","NTR 2004","DB2",2663.3,38,85.3,16.7,6.2,0.7,57.2,3.1,26.4,1.6,0
2012,"Whitsunday","NTR 2004","HG7",2807.3,41.2,71.3,45.3,4.7,0.2,55.2,2.4,46.8,5.2,0
2012,"Whitsunday","NTR 2004","HW1",2873.3,36.8,106.7,32.7,4.1,0.2,71.6,2.6,62.4,1.9,0.4
2012,"Whitsunday","NTR 2004","HW2",3059.3,43.6,204,24.7,4.9,0.6,63.6,4,58.4,5.2,0
2012,"Whitsunday","NTR 2004","HW3",3225.3,35.6,118,24,3.9,0.2,56,6,41.6,6.2,0.4
2012,"Whitsunday","NTR 2004","L1",2296,39.2,66.7,44,9.2,1.1,63.6,1.8,28.4,1.7,0
2013,"Keppel","Fished","GK1",1841.3,21.4,25.3,22.7,5.7,0.4,48.4,6.4,44,6.4,0
2013,"Keppel","Fished","GK2",1168.7,22.2,44,15.3,6.2,0.7,24.4,5.8,20.4,5.6,0.4
2013,"Keppel","Fished","GK3",679.3,14,1.3,30.7,3.7,0.1,67.6,5.3,67.6,5.3,4
2013,"Keppel","Fished","GK4",1167.3,23.4,26.7,32.7,5.1,0.2,36.8,4.6,33.2,5.1,2.8
2013,"Keppel","Fished","GK7",989.3,17.8,20.7,10.7,4.7,0.7,15.6,5.2,14.8,4.5,14.8
2013,"Keppel","Fished","GK8",2842.7,14.6,13.3,6.7,3.8,0.3,23.6,9.3,23.2,9.5,0
2013,"Keppel","Fished","H3",1731.3,14.4,8,2,4.5,0.3,7.2,2.2,7.2,2.2,6
2013,"Keppel","Fished","MI1",862.7,11.6,3.3,8.7,4.4,0.3,14.8,3.3,14.4,3.1,1.6
2013,"Keppel","Fished","MI2",1102.7,17.6,22.7,9.3,5.9,0.4,38.4,3.2,20,2.6,2
2013,"Keppel","Fished","NK3",1377.3,13.8,9.3,17.3,3.3,0.2,32.4,13.8,32.4,13.8,48.8
2013,"Keppel","NTR 1987","H1",2196,18.8,38.7,17.3,3.9,0.2,28.8,4.2,26.4,4.2,0.8
2013,"Keppel","NTR 1987","H2",1568,19.4,32.7,12.7,4.7,0.3,34.8,5.2,32,5.2,4
2013,"Keppel","NTR 1987","M1",2278.7,13.6,34.7,0,3,0.2,2.4,1.9,2.4,1.9,9.6
2013,"Keppel","NTR 1987","M2",4400,12.4,28.7,7.3,3.5,0.2,41.2,6.8,40.8,7.1,17.6
2013,"Keppel","NTR 1987","M3",958.7,12.4,14,10.7,3.9,0.2,52,11.6,52,11.6,3.6
2013,"Keppel","NTR 1987","M4",1876.7,18.2,32.7,23.3,5.1,0.4,8.8,2.9,8.8,2.9,47.2
2013,"Keppel","NTR 2004","GK5",1416.7,11.2,9.3,0,4.7,0.2,2.4,1,2,1.1,27.6
2013,"Keppel","NTR 2004","GK6",2016,13.2,16,22.7,4.1,0.2,45.6,13.1,45.6,13.1,11.2
2013,"Keppel","NTR 2004","GK9",2050.7,11.4,2,8,4.9,0.6,38.4,6,38.4,6,9.6
2013,"Keppel","NTR 2004","NK1",210,7.8,11.3,0,2.9,0.3,4.4,2.5,4.4,2.5,77.2
2014,"Whitsunday","Fished","HB1",1416,29.6,42.7,20.7,14.6,1.5,58,1.1,33.6,3.4,0
2014,"Whitsunday","Fished","HB2",1604,30.4,176.6,26.7,24.4,0.4,70.4,4.3,54,3,0
2014,"Whitsunday","Fished","HB3",1013.3,23.6,13.3,6.7,12.7,1.6,57.2,2.4,28,2.6,0
2014,"Whitsunday","Fished","HB4",1709.3,23.6,144,8.7,21.7,1.1,76,3.8,40,2.5,0
2014,"Whitsunday","Fished","HB5",1536,25.2,50.7,7.3,12.2,2,78,6.3,39.2,4.7,0
2014,"Whitsunday","Fished","HB7",3112.6,37.2,108.7,7.3,10.8,2.3,63.6,6.9,44.8,7.9,0
2014,"Whitsunday","Fished","HE1",2566,39.8,96.7,20,14.9,1.3,65.6,1.9,52,5.4,0
2014,"Whitsunday","Fished","HE2",1142,27.8,38.7,16,22.7,1.4,84.8,2.7,76.8,3.3,0.4
2014,"Whitsunday","Fished","HE3",2514.6,40.4,98.7,45.3,14.1,0.8,70.4,3,59.2,4.4,0
2014,"Whitsunday","Fished","HY1",1524.6,36,174,18.7,22.6,1.5,71.2,5.2,45.6,4.4,0
2014,"Whitsunday","Fished","HY2",2269.3,37.8,267.3,16.7,8.9,0.8,70.4,2.6,39.6,4.5,0
2014,"Whitsunday","Fished","HY3",1580,38.4,62,35.3,11.3,0.6,50.4,4.4,24.8,1.5,0
2014,"Whitsunday","Fished","W1",1518,26.4,246.6,9.3,15.9,1.7,55.2,4.3,30,4.9,0
2014,"Whitsunday","Fished","W2",2602.6,34.2,76.7,20,12.8,0.5,64.4,3.7,40.8,5.7,0
2014,"Whitsunday","Fished","W3",1161.3,20,9.3,1.3,11.2,0.4,70.8,2.6,42,6.4,1.2
2014,"Whitsunday","Fished","W4",1007.3,27.2,28,17.3,10,0.4,44.4,3,25.6,1.5,30
2014,"Whitsunday","Fished","W5",2982,37,93.3,16,10.2,0.4,60.8,3.9,60.4,4,6.4
2014,"Whitsunday","Fished","W6",961.3,29.2,264.6,6,12.1,0.7,30,3.8,24.8,1.9,43.6
2014,"Whitsunday","Fished","W8",1526,29.6,46,16,12.1,0.9,64,3.2,44,4.3,0.4
2014,"Whitsunday","Fished","W9",1662,35.2,77.3,20,9.6,1.9,61.2,11,44,10.1,2.8
2014,"Whitsunday","NTR 1987","B1",2158,37,82,28,9,1.1,50.8,1.9,18.4,2.3,0
2014,"Whitsunday","NTR 1987","B2",3535.3,33.6,27.3,35.3,8.6,0.4,72.4,6.1,45.2,7.6,0
2014,"Whitsunday","NTR 1987","B3",1183.3,22.8,71.3,4.7,15.6,1.2,50.4,7.6,32.8,5.5,10
2014,"Whitsunday","NTR 1987","B4",840.7,20.6,46.7,8,13.7,1.4,63.6,10.6,35.2,9.3,0.4
2014,"Whitsunday","NTR 1987","B5",2044,25.4,34.7,7.3,9.6,1.6,77.6,3.7,48.4,6.4,0
2014,"Whitsunday","NTR 1987","B6",1632,36.8,147.3,15.3,17.1,1.7,51.2,3.8,36,4.1,5.2
2014,"Whitsunday","NTR 1987","BL1",1918,33.8,64.7,22,15.1,0.9,73.6,1.9,33.6,3.2,0
2014,"Whitsunday","NTR 1987","BL2",1886.6,38,120.7,32.7,15,0.8,76.4,2.8,48,4,0
2014,"Whitsunday","NTR 1987","DU1",2116.6,39,96.7,20.7,6.3,0.6,46,2.7,19.6,4.4,0.4
2014,"Whitsunday","NTR 1987","DU2",2853.3,34.2,68,14.7,9.8,1,69.2,6.3,40.8,2.9,0.4
2014,"Whitsunday","NTR 1987","HG6",1950,38.8,237.3,19.3,17.2,3,59.2,3.7,46,3.8,0.8
2014,"Whitsunday","NTR 1987","HG7",2226,38.8,96,39.3,15.8,0.4,60.8,7.4,49.2,8,0
2014,"Whitsunday","NTR 2004","HG1",1683.3,41,92.7,22.7,18,0.7,66.4,3.7,38.4,4.9,0
2014,"Whitsunday","NTR 2004","HG2",3342.6,46.4,167.3,32,15.9,0.8,73.6,5.1,46.4,5.2,0
2014,"Whitsunday","NTR 2004","HG3",2203.3,42.4,260,20.7,19.1,2.1,61.2,2.7,47.6,2.4,0
2014,"Whitsunday","NTR 2004","HG4",3042,42.2,141.3,11.3,13.4,2,50.4,4.3,45.2,4.2,0.8
2014,"Whitsunday","NTR 2004","HG5",1909.3,39,121.3,26.7,18.7,2,64.4,3.9,46,5.8,0
2014,"Whitsunday","NTR 2004","HW1",3206.6,43,187.3,36.7,16,1.3,58.8,1.4,52,1.7,0
2014,"Whitsunday","NTR 2004","HW2",3634.6,40.2,230,6.7,12.3,1.4,46.8,6.8,43.2,6.6,0
2014,"Whitsunday","NTR 2004","HW3",2942,39.2,290.6,28,16.7,1.7,48,3.9,37.6,4.1,0
2014,"Whitsunday","NTR 2004","L1",1391.3,33.4,59.3,19.3,12.1,1.4,60,2.1,25.6,3.4,0.4
2014,"Palm","Fished","C4",2484,39.8,79.3,10,13.8,1.3,44.4,2.5,23.6,3.5,0.8
2014,"Palm","Fished","C5",634,35.6,128.7,3.3,7.1,0.5,34,3.3,7.6,1.2,0
2014,"Palm","Fished","C6",2280.6,32,76.7,2,4.7,1,43.2,5.7,9.6,3.8,4
2014,"Palm","Fished","PE1",1507.9,35.8,151.3,1.3,10.4,0.9,42,5.7,19.6,4,0
2014,"Palm","Fished","PE2",879.3,30.4,52,7.3,12.9,2,22.4,4.9,18.4,3.5,2.4
2014,"Palm","Fished","PE3",597.3,34.6,106.7,6.7,16.2,0.8,24.8,3.6,18.8,2.7,7.6
2014,"Palm","Fished","PE4",568,28.4,148.7,4.7,14.5,1.2,14.4,1.7,12,1.3,10.8
2014,"Palm","Fished","PE5",881.3,33.2,138,1.3,19.9,0.7,26.8,0.8,17.6,0.7,3.6
2014,"Palm","Fished","PE6",1474,44.6,126,10,13.1,1,11.6,2.9,8.4,2.1,16
2014,"Palm","Fished","PS1",2132.6,37.6,88.7,7.3,8.1,0.8,47.2,6.5,8,2.4,0
2014,"Palm","Fished","PS2",3686,39.8,78.7,17.3,9.6,0.4,41.6,5.2,36.8,5.6,3.2
2014,"Palm","Fished","PS3",3439.3,35.6,53.3,23.3,13.6,1.2,61.2,5.4,34.4,2.2,0.4
2014,"Palm","Fished","PS4",1621.3,36.8,84.7,11.3,5.5,1,31.6,4.5,14.4,3.7,2.4
2014,"Palm","Fished","PS5",2212,33.4,44.7,14.7,13.4,0.9,52,5.4,32.8,4.8,1.2
2014,"Palm","Fished","PS6",752,28,58.7,6.7,15.1,0.4,36.4,4,18.8,2.2,8.8
2014,"Palm","NTR 1987","OE1",1460.6,36.8,162.7,0,7.9,1.8,10.4,2.8,3.6,1.9,21.6
2014,"Palm","NTR 1987","OE2",1108,30.6,50.7,1.3,8.3,1.2,22,4.6,8.8,2.4,8.8
2014,"Palm","NTR 1987","OE3",1568.6,34.8,79.3,3.3,6.9,0.5,33.2,4.4,18.4,4.1,2.4
2014,"Palm","NTR 1987","OE4",773.3,29.4,111.3,1.3,21,1,16.8,3.5,12,2.8,11.2
2014,"Palm","NTR 1987","OE5",1038,34.2,134,4,14.2,0.8,14.8,3.1,11.2,1.9,20.4
2014,"Palm","NTR 1987","OE6",938.6,30.2,118.7,2.7,17.3,0.9,19.2,2.5,12.8,2.6,10.8
2014,"Palm","NTR 1987","OS1",1194.6,29.4,52.7,22,10.6,0.9,54.8,3.8,45.2,4.1,0
2014,"Palm","NTR 1987","OS2",2086,37.2,95.3,42,11.3,0.7,51.6,4.8,38.4,5.5,0
2014,"Palm","NTR 1987","OS3",2572.6,37.2,88.7,16.7,8.1,0.8,42.4,4.2,18.4,2.6,0
2014,"Palm","NTR 1987","OS4",3116,36,34.7,77.3,5.7,0.3,42,1.9,33.2,3.9,0.4
2014,"Palm","NTR 1987","OS5",2494.6,41.4,95.3,20.7,9.2,0.7,42.4,4.5,12,1.5,0
2014,"Palm","NTR 1987","OS6",705.3,27.2,82,8,5.5,0.5,20.8,3.6,10.4,0.7,3.2
2014,"Palm","NTR 2004","C1",3904.7,36,37.3,18,10.6,0.1,61.6,3.6,26.4,2.5,0
2014,"Palm","NTR 2004","C2",2939.3,37,41.3,10.7,10.5,0.4,57.6,3.5,22.8,1.7,0
2014,"Palm","NTR 2004","C3",5106.6,38.2,92,14.7,10.2,0.7,60,3.5,42.4,5,0
